number,value,datetime_start,datetime_complete,duration,params_dropout_p,params_hidden_weights0,params_hidden_weights1,params_initializers,params_kernel1,params_kernel2,params_learning_rate,params_momentum,params_n_fc_layers,params_optimizer,params_weight_decays,state
222,0.9787839949131012,2024-04-22 10:23:46.858467,2024-04-22 10:24:02.207770,0 days 00:00:15.349303,0.13052009986416027,540.0,257.0,True,4,3,0.0002239861114786076,,3,Adam,0.0021402727915444688,COMPLETE
223,0.8508667945861816,2024-04-22 10:24:02.208069,2024-04-22 10:24:17.497691,0 days 00:00:15.289622,0.1439122592792082,552.0,280.0,True,4,3,0.00017249979192740202,,3,Adam,0.000918014248006952,COMPLETE
224,0.9706840217113495,2024-04-22 10:24:17.497998,2024-04-22 10:24:32.824173,0 days 00:00:15.326175,0.23120103827649635,497.0,289.0,True,4,3,0.0003035550715443526,,3,Adam,0.0017927349339056503,COMPLETE
225,0.8596619367599487,2024-04-22 10:24:32.824497,2024-04-22 10:24:48.133879,0 days 00:00:15.309382,0.162779940123271,527.0,276.0,True,4,3,0.00018458267808954624,,3,Adam,0.0014853139009615521,COMPLETE
226,0.9002640545368195,2024-04-22 10:24:48.134164,2024-04-22 10:25:03.512877,0 days 00:00:15.378713,0.2488807784054152,578.0,333.0,True,4,3,0.00038017348122599924,,3,Adam,0.0004301663927050617,COMPLETE
227,1.0805306434631348,2024-04-22 10:25:03.513161,2024-04-22 10:25:18.915924,0 days 00:00:15.402763,0.277411263170135,568.0,264.0,True,4,3,0.0002599321071779026,,3,Adam,0.00048052341358261987,COMPLETE
228,0.8090456426143646,2024-04-22 10:25:18.916208,2024-04-22 10:25:34.237438,0 days 00:00:15.321230,0.2567066630810819,476.0,300.0,True,4,3,0.00014226770544571428,,3,Adam,0.0005740278233540335,COMPLETE
229,0.8632636666297913,2024-04-22 10:25:34.237736,2024-04-22 10:25:49.583290,0 days 00:00:15.345554,0.2623838564018965,538.0,322.0,True,4,3,0.00013623137918972446,,3,Adam,0.0005623498485935794,COMPLETE
230,0.8959731757640839,2024-04-22 10:25:49.583590,2024-04-22 10:26:04.765679,0 days 00:00:15.182089,0.12538736136031708,419.0,251.0,True,4,3,0.00011455553622019486,,3,Adam,0.0006181618361580784,COMPLETE
231,0.8389784097671509,2024-04-22 10:26:04.766004,2024-04-22 10:26:20.048030,0 days 00:00:15.282026,0.24002112257389607,469.0,297.0,True,4,3,0.00016368445570719137,,3,Adam,0.00391552138288224,COMPLETE
232,0.9267307817935944,2024-04-22 10:26:20.048329,2024-04-22 10:26:35.299624,0 days 00:00:15.251295,0.25394315415048824,476.0,287.0,True,4,3,0.0001610236641530808,,3,Adam,0.005075429259111181,COMPLETE
233,0.9170899987220764,2024-04-22 10:26:35.299906,2024-04-22 10:26:50.575957,0 days 00:00:15.276051,0.1356035768092143,457.0,298.0,True,4,3,0.0001441232473855478,,3,Adam,0.0043722178190804565,COMPLETE
234,1.0206710696220398,2024-04-22 10:26:50.576263,2024-04-22 10:27:05.805044,0 days 00:00:15.228781,0.243249614547986,487.0,311.0,True,4,3,0.00023431977147940207,,3,Adam,0.0007078810989618941,COMPLETE
235,1.0686676800251007,2024-04-22 10:27:05.805362,2024-04-22 10:27:21.089165,0 days 00:00:15.283803,0.2591943717504372,475.0,303.0,True,4,3,0.00012575818691210367,,3,Adam,0.0029524458412310624,COMPLETE
236,0.9025624394416809,2024-04-22 10:27:21.089462,2024-04-22 10:27:36.431035,0 days 00:00:15.341573,0.4817650149636153,588.0,283.0,True,4,3,0.00010118197584490216,,3,Adam,0.0003926974746187174,COMPLETE
237,0.931790292263031,2024-04-22 10:27:36.431355,2024-04-22 10:27:51.757344,0 days 00:00:15.325989,0.23092973538690725,559.0,274.0,True,4,3,0.00020730419926906122,,3,Adam,0.0016287042140599854,COMPLETE
238,0.9219419062137604,2024-04-22 10:27:51.757656,2024-04-22 10:28:07.090481,0 days 00:00:15.332825,0.18303052738215264,511.0,318.0,True,4,3,0.00018243472308185376,,3,Adam,0.001220966230889283,COMPLETE
239,0.9800561666488647,2024-04-22 10:28:07.090802,2024-04-22 10:28:22.447188,0 days 00:00:15.356386,0.27515152246051405,496.0,296.0,True,4,3,0.00015453746734219926,,3,Adam,0.0019798508986038806,COMPLETE
240,0.8724098801612854,2024-04-22 10:28:22.447503,2024-04-22 10:28:37.791467,0 days 00:00:15.343964,0.19930631908922022,528.0,238.0,True,4,3,0.00028258071954073054,,3,Adam,0.00042830143701705375,COMPLETE
241,0.9018903374671936,2024-04-22 10:28:37.791762,2024-04-22 10:28:53.048468,0 days 00:00:15.256706,0.2383615676248323,510.0,299.0,True,4,3,0.00022680692795146138,,3,Adam,0.003999374950757605,COMPLETE
242,1.1138925552368164,2024-04-22 10:28:53.048781,2024-04-22 10:29:08.356305,0 days 00:00:15.307524,0.252298791582766,547.0,291.0,True,4,3,0.00018955606981998273,,3,Adam,0.0037956635206895647,COMPLETE
243,0.830674558877945,2024-04-22 10:29:08.356607,2024-04-22 10:29:23.663506,0 days 00:00:15.306899,0.2181958830077804,522.0,308.0,True,4,3,0.00016479404760661736,,3,Adam,0.0005100551864489477,COMPLETE
244,0.8636110126972198,2024-04-22 10:29:23.663828,2024-04-22 10:29:39.081264,0 days 00:00:15.417436,0.22526996878513045,561.0,341.0,True,4,3,0.0001667011955057502,,3,Adam,0.0005951834496662193,COMPLETE
245,0.9570866525173187,2024-04-22 10:29:39.081554,2024-04-22 10:29:54.470723,0 days 00:00:15.389169,0.21294133721674047,525.0,311.0,True,4,3,0.00013703216668358958,,3,Adam,0.0007585446856621235,COMPLETE
246,0.8316192924976349,2024-04-22 10:29:54.471025,2024-04-22 10:30:09.812551,0 days 00:00:15.341526,0.1614997255293138,469.0,306.0,True,4,3,0.00021671689923610226,,3,Adam,0.000463424970268956,COMPLETE
247,0.8327170014381409,2024-04-22 10:30:09.812853,2024-04-22 10:30:25.161219,0 days 00:00:15.348366,0.16758759444984836,591.0,324.0,True,4,3,0.0002645789210550692,,3,Adam,0.00046044185949825243,COMPLETE
248,0.6771845519542694,2024-04-22 10:30:25.161542,2024-04-22 10:30:40.609885,0 days 00:00:15.448343,0.16968973375248714,593.0,328.0,True,4,3,0.00021278797017752911,,3,Adam,0.0004365177054668349,COMPLETE
249,1.2116050720214844,2024-04-22 10:30:40.610190,2024-04-22 10:30:56.028262,0 days 00:00:15.418072,0.1659101233267057,597.0,337.0,False,4,3,0.000247421482358032,,3,Adam,0.00047486513333372496,COMPLETE
250,0.8562521934509277,2024-04-22 10:30:56.028586,2024-04-22 10:31:11.246403,0 days 00:00:15.217817,0.17102835631409352,570.0,330.0,True,4,3,0.00021119018037530916,,3,Adam,0.00037378980711459203,COMPLETE
251,0.8129352629184723,2024-04-22 10:31:11.246722,2024-04-22 10:31:26.446797,0 days 00:00:15.200075,0.18903618326389873,485.0,316.0,True,4,3,0.000267891832381714,,3,Adam,0.000427667165820003,COMPLETE
252,0.9213101863861084,2024-04-22 10:31:26.447095,2024-04-22 10:31:41.924799,0 days 00:00:15.477704,0.18937581247405302,622.0,320.0,True,4,3,0.0002678836436450947,,3,Adam,0.0004135052228759843,COMPLETE
253,0.8502635061740875,2024-04-22 10:31:41.925103,2024-04-22 10:31:57.319828,0 days 00:00:15.394725,0.17800065446163427,550.0,310.0,True,4,3,0.00021957990809264944,,3,Adam,0.0005002469779306626,COMPLETE
254,0.7858000695705414,2024-04-22 10:31:57.320145,2024-04-22 10:32:12.648135,0 days 00:00:15.327990,0.1420354305404725,435.0,305.0,True,4,3,0.0002656080524574442,,3,Adam,0.0005645650854480328,COMPLETE
255,0.8736714124679565,2024-04-22 10:32:12.648433,2024-04-22 10:32:27.977315,0 days 00:00:15.328882,0.19858933101150159,405.0,308.0,True,4,3,0.0002613368841892969,,3,Adam,0.0005682395922255882,COMPLETE
256,1.002331793308258,2024-04-22 10:32:27.977646,2024-04-22 10:32:43.335526,0 days 00:00:15.357880,0.14091728048558155,475.0,319.0,True,4,3,0.0002800524385931138,,3,Adam,0.00045815771936153003,COMPLETE
257,0.823790967464447,2024-04-22 10:32:43.335869,2024-04-22 10:32:58.698639,0 days 00:00:15.362770,0.1153661385701462,450.0,305.0,True,4,3,0.00021545743073145298,,3,Adam,0.0006741126354555816,COMPLETE
258,0.9079201817512512,2024-04-22 10:32:58.698937,2024-04-22 10:33:14.061482,0 days 00:00:15.362545,0.10807107143241976,452.0,305.0,True,4,3,0.00019978336157249125,,3,Adam,0.0006757550474338105,COMPLETE
259,0.8978317379951477,2024-04-22 10:33:14.061793,2024-04-22 10:33:29.416918,0 days 00:00:15.355125,0.10351067132618552,449.0,313.0,True,4,3,0.00023470743391425705,,3,Adam,0.0003480606465159025,COMPLETE
260,0.8233732581138611,2024-04-22 10:33:29.417228,2024-04-22 10:33:44.710485,0 days 00:00:15.293257,0.13171374739654623,423.0,306.0,True,4,3,0.00021257635684194973,,3,Adam,0.000594030720881646,COMPLETE
261,1.2265461087226868,2024-04-22 10:33:44.710791,2024-04-22 10:34:00.027741,0 days 00:00:15.316950,0.11697696202566192,428.0,303.0,True,4,3,1.9690213189811168e-05,,3,Adam,0.0006200388242757179,COMPLETE
262,1.082624077796936,2024-04-22 10:34:00.028051,2024-04-22 10:34:15.262654,0 days 00:00:15.234603,0.12506659531265643,388.0,316.0,True,4,3,0.000187927189899738,,3,Adam,0.0008158588225562407,COMPLETE
263,0.8683157563209534,2024-04-22 10:34:15.262972,2024-04-22 10:34:30.552036,0 days 00:00:15.289064,0.21558052675012812,426.0,313.0,True,4,3,0.00023828055745113796,,3,Adam,0.0005737500810960453,COMPLETE
264,0.7641231119632721,2024-04-22 10:34:30.552335,2024-04-22 10:34:45.883516,0 days 00:00:15.331181,0.13893332419860724,439.0,303.0,True,4,3,0.0002971724938316782,,3,Adam,0.0007104398571254985,COMPLETE
265,0.8943432569503784,2024-04-22 10:34:45.883855,2024-04-22 10:35:01.215291,0 days 00:00:15.331436,0.1344111767231417,444.0,302.0,True,4,3,0.00036632602887311575,,3,Adam,0.0006949468648846232,COMPLETE
266,1.125153362751007,2024-04-22 10:35:01.215617,2024-04-22 10:35:16.785966,0 days 00:00:15.570349,0.14519192596095506,413.0,294.0,True,5,3,0.0002927250700200391,,3,Adam,0.0009319403141907137,COMPLETE
267,0.9011518359184265,2024-04-22 10:35:16.786275,2024-04-22 10:35:32.062057,0 days 00:00:15.275782,0.10908753080636717,404.0,302.0,True,4,3,0.00020774381200079316,,3,Adam,0.0007735979106139959,COMPLETE
268,1.041231632232666,2024-04-22 10:35:32.062369,2024-04-22 10:35:47.396622,0 days 00:00:15.334253,0.26848257420522476,444.0,315.0,False,4,3,0.0003106825012417397,,3,Adam,0.0006845511955214698,COMPLETE
269,1.1312257945537567,2024-04-22 10:35:47.396953,2024-04-22 10:36:02.685441,0 days 00:00:15.288488,0.12446623017045241,428.0,307.0,True,4,3,0.0002415752067056673,,3,Adam,0.0005795415242366045,COMPLETE
270,0.8511148989200592,2024-04-22 10:36:02.685767,2024-04-22 10:36:18.036288,0 days 00:00:15.350521,0.1337525524327507,460.0,290.0,True,4,3,0.00028037992528559785,,3,Adam,0.00039417722198609173,COMPLETE
271,0.8718973100185394,2024-04-22 10:36:18.036600,2024-04-22 10:36:33.471667,0 days 00:00:15.435067,0.08436480856772308,496.0,330.0,True,4,3,0.00035464342623237294,,3,Adam,0.0010380240779250304,COMPLETE
272,0.9020305275917053,2024-04-22 10:36:33.471986,2024-04-22 10:36:48.799304,0 days 00:00:15.327318,0.14939618803098648,435.0,,True,4,3,0.00020922669543257962,,2,Adam,0.00027863449294256544,COMPLETE
273,0.7617952227592468,2024-04-22 10:36:48.799606,2024-04-22 10:37:04.166539,0 days 00:00:15.366933,0.06776628555471197,480.0,296.0,True,4,3,0.00025037598441013007,,3,Adam,0.0005268580971852027,COMPLETE
274,0.9615190625190735,2024-04-22 10:37:04.166846,2024-04-22 10:37:19.616212,0 days 00:00:15.449366,0.0500315067154815,488.0,297.0,True,4,3,0.00025230960287684327,,3,Adam,0.0006452810087457698,COMPLETE
275,1.0393179059028625,2024-04-22 10:37:19.616521,2024-04-22 10:37:34.985387,0 days 00:00:15.368866,0.06624887090528706,461.0,294.0,True,4,3,0.00010362005151044043,,3,Adam,0.0008218174528097627,COMPLETE
276,1.05745267868042,2024-04-22 10:37:34.985686,2024-04-22 10:37:50.288009,0 days 00:00:15.302323,0.14643934855400814,369.0,302.0,True,4,3,0.0003156360346517038,,3,Adam,0.0005421727203700898,COMPLETE
277,0.9444946646690369,2024-04-22 10:37:50.288303,2024-04-22 10:38:05.462547,0 days 00:00:15.174244,0.13867356356849145,480.0,286.0,True,3,3,8.817415025448111e-05,,3,Adam,0.0003472441636524247,COMPLETE
278,1.0145540237426758,2024-04-22 10:38:05.462863,2024-04-22 10:38:20.905510,0 days 00:00:15.442647,0.11643094493454423,577.0,269.0,True,4,3,7.475645144811559e-05,,3,Adam,0.0005185512602793334,COMPLETE
279,1.0115761160850525,2024-04-22 10:38:20.905815,2024-04-22 10:38:36.301609,0 days 00:00:15.395794,0.12869772925260883,503.0,320.0,True,4,3,0.00023095025484601837,,3,Adam,0.0006353133507333826,COMPLETE
280,1.10602605342865,2024-04-22 10:38:36.301912,2024-04-22 10:38:51.571704,0 days 00:00:15.269792,0.05415296204576316,434.0,299.0,True,4,3,0.00040344317210705936,,3,Adam,0.0007270820834315886,COMPLETE
281,0.9821631014347076,2024-04-22 10:38:51.572039,2024-04-22 10:39:07.017550,0 days 00:00:15.445511,0.28192789611473434,614.0,359.0,True,4,3,0.0002808836615511691,,3,Adam,0.0005470657123963663,COMPLETE
282,0.9283584952354431,2024-04-22 10:39:07.017855,2024-04-22 10:39:22.306308,0 days 00:00:15.288453,0.18737945339466738,404.0,309.0,True,4,3,0.00018655468135113056,,3,Adam,0.00045138062171088176,COMPLETE
283,0.9367165863513947,2024-04-22 10:39:22.306614,2024-04-22 10:39:37.689195,0 days 00:00:15.382581,0.15252724264564882,458.0,289.0,True,4,3,0.0002474649319717646,,3,Adam,0.0009194892217404437,COMPLETE
284,1.0075222253799438,2024-04-22 10:39:37.689503,2024-04-22 10:39:53.104963,0 days 00:00:15.415460,0.09235909770937484,565.0,278.0,True,4,3,0.0001131744751796359,,3,Adam,0.0003076287204016706,COMPLETE
285,1.1246390342712402,2024-04-22 10:39:53.105280,2024-04-22 10:40:08.534833,0 days 00:00:15.429553,0.02862858735135055,478.0,318.0,True,4,3,0.0003335688338287851,,3,Adam,0.00040582431244209297,COMPLETE
286,0.8044799268245697,2024-04-22 10:40:08.535129,2024-04-22 10:40:23.865809,0 days 00:00:15.330680,0.2636897493922066,500.0,329.0,True,4,3,0.00017987030199638086,,3,Adam,0.0005748186883626852,COMPLETE
287,0.7633812427520752,2024-04-22 10:40:23.866115,2024-04-22 10:40:39.269406,0 days 00:00:15.403291,0.2579876868053178,499.0,348.0,True,4,3,0.00020650693617087633,,3,Adam,0.0006253596238400753,COMPLETE
288,1.0652924180030823,2024-04-22 10:40:39.269713,2024-04-22 10:40:54.682734,0 days 00:00:15.413021,0.46018351240499833,497.0,346.0,False,4,3,0.00018027611342116747,,3,Adam,0.0007395591505338973,COMPLETE
289,0.9623202383518219,2024-04-22 10:40:54.683059,2024-04-22 10:41:10.034662,0 days 00:00:15.351603,0.26886382408775833,467.0,336.0,True,4,3,0.00021527138350334457,,3,Adam,0.0006391218956710868,COMPLETE
290,0.8434881567955017,2024-04-22 10:41:10.034965,2024-04-22 10:41:25.397872,0 days 00:00:15.362907,0.2617124989001857,447.0,329.0,True,4,3,0.00017430163229666844,,3,Adam,0.0008474907251153909,COMPLETE
291,0.7318205833435059,2024-04-22 10:41:25.398195,2024-04-22 10:41:40.793641,0 days 00:00:15.395446,0.24616897989784475,503.0,347.0,True,4,3,0.0002026400571005751,,3,Adam,0.0005894397420069587,COMPLETE
292,0.973089873790741,2024-04-22 10:41:40.793949,2024-04-22 10:41:56.163945,0 days 00:00:15.369996,0.25027237009913084,503.0,349.0,True,4,3,0.00019894546101850163,,3,Adam,0.0005825487269192999,COMPLETE
293,0.7647813260555267,2024-04-22 10:41:56.164265,2024-04-22 10:42:11.483222,0 days 00:00:15.318957,0.2460409685965728,480.0,360.0,True,4,3,0.00016654393682951805,,3,Adam,0.0005411927839907927,COMPLETE
294,1.1831120252609253,2024-04-22 10:42:11.483549,2024-04-22 10:42:26.866614,0 days 00:00:15.383065,0.24123270001744312,486.0,370.0,True,4,3,0.00017436992969143206,,3,Adam,0.0005170697925788752,COMPLETE
295,0.7483363151550293,2024-04-22 10:42:26.866936,2024-04-22 10:42:42.215689,0 days 00:00:15.348753,0.2647339812629609,495.0,364.0,True,4,3,0.0001539464631726955,,3,Adam,0.0005889133442475714,COMPLETE
296,0.8067019581794739,2024-04-22 10:42:42.215995,2024-04-22 10:42:57.594666,0 days 00:00:15.378671,0.2906779328181284,510.0,367.0,True,4,3,0.0001498648134296574,,3,Adam,0.0005255339673455036,COMPLETE
297,0.924486368894577,2024-04-22 10:42:57.594972,2024-04-22 10:43:12.956494,0 days 00:00:15.361522,0.28540203741561526,504.0,361.0,True,4,3,0.00014388330950853363,,3,Adam,0.000558210130705384,COMPLETE
298,1.0714010000228882,2024-04-22 10:43:12.956791,2024-04-22 10:43:28.368095,0 days 00:00:15.411304,0.2929159272684028,476.0,361.0,True,4,3,0.00013417273096132093,,3,Adam,0.0007310196264635401,COMPLETE
299,0.849653035402298,2024-04-22 10:43:28.368403,2024-04-22 10:43:43.726973,0 days 00:00:15.358570,0.28373694148823136,486.0,368.0,True,4,3,0.00015650825002920247,,3,Adam,0.0006457306470852377,COMPLETE
300,0.8403319418430328,2024-04-22 10:43:43.727295,2024-04-22 10:43:59.100934,0 days 00:00:15.373639,0.27410975447529756,510.0,357.0,True,4,3,0.00017971810020048706,,3,Adam,0.0005278217991897048,COMPLETE
301,0.9377689957618713,2024-04-22 10:43:59.101243,2024-04-22 10:44:14.466328,0 days 00:00:15.365085,0.27207796113254545,498.0,350.0,True,4,3,0.00015663187710454097,,3,Adam,0.0010637058064196956,COMPLETE
302,1.0200526714324951,2024-04-22 10:44:14.466638,2024-04-22 10:44:29.856511,0 days 00:00:15.389873,0.26339516888925185,529.0,342.0,True,4,3,0.00013495691896297924,,3,Adam,0.0007711450347358346,COMPLETE
303,0.7580585181713104,2024-04-22 10:44:29.856818,2024-04-22 10:44:45.234864,0 days 00:00:15.378046,0.2482884533129571,477.0,353.0,True,4,3,0.00016910078201801194,,3,Adam,0.0006070543255254651,COMPLETE
304,0.9493739008903503,2024-04-22 10:44:45.235170,2024-04-22 10:45:00.612912,0 days 00:00:15.377742,0.24547408115364677,477.0,375.0,True,4,3,0.00016352032476024423,,3,Adam,0.0006067800700242661,COMPLETE
305,1.1362793445587158,2024-04-22 10:45:00.613226,2024-04-22 10:45:16.029816,0 days 00:00:15.416590,0.23325415298413213,502.0,343.0,True,4,3,0.0001248971224498858,,3,Adam,0.0004998486348823989,COMPLETE
306,0.8511645197868347,2024-04-22 10:45:16.030143,2024-04-22 10:45:31.516885,0 days 00:00:15.486742,0.24719611348274484,514.0,353.0,True,4,3,0.0001794145115104983,,3,Adam,0.0006886610584415864,COMPLETE
307,0.9860273599624634,2024-04-22 10:45:31.517188,2024-04-22 10:45:46.824566,0 days 00:00:15.307378,0.29879928635721104,466.0,367.0,True,4,3,0.00020092419046379665,,3,Adam,0.000574505251390229,COMPLETE
308,1.2241230010986328,2024-04-22 10:45:46.824904,2024-04-22 10:46:02.290678,0 days 00:00:15.465774,0.262254309040233,600.0,341.0,False,4,3,0.0001532642140185582,,3,Adam,0.0008630078037795103,COMPLETE
309,1.090983271598816,2024-04-22 10:46:02.291041,2024-04-22 10:46:17.704406,0 days 00:00:15.413365,0.25243929621907435,532.0,360.0,True,4,3,0.00023115431780335784,,3,Adam,0.00045940169960876845,COMPLETE
310,0.965114563703537,2024-04-22 10:46:17.704708,2024-04-22 10:46:33.089152,0 days 00:00:15.384444,0.2901348693120449,488.0,,True,4,3,0.00018774815075951314,,2,Adam,0.001487151665803628,COMPLETE
311,0.8332413136959076,2024-04-22 10:46:33.089460,2024-04-22 10:46:48.458351,0 days 00:00:15.368891,0.26406224203529843,513.0,350.0,True,4,3,0.00012256231938727436,,3,Adam,0.000630817045969466,COMPLETE
312,0.881340354681015,2024-04-22 10:46:48.458681,2024-04-22 10:47:03.886722,0 days 00:00:15.428041,0.2360092515530966,628.0,335.0,True,4,3,0.0001785110324940397,,3,Adam,0.0003573828816432155,COMPLETE
313,0.6032949537038803,2024-04-22 10:47:03.887053,2024-04-22 10:47:19.263106,0 days 00:00:15.376053,0.27730775825847553,470.0,369.0,True,4,3,0.00023395292199193473,,3,Adam,0.000548147810112952,COMPLETE
314,0.9020088315010071,2024-04-22 10:47:19.263444,2024-04-22 10:47:34.594685,0 days 00:00:15.331241,0.28195824250125046,459.0,372.0,True,4,3,0.00013855978534915502,,3,Adam,0.0005196728400400836,COMPLETE
315,0.898953378200531,2024-04-22 10:47:34.594984,2024-04-22 10:47:50.018667,0 days 00:00:15.423683,0.27512108199993224,482.0,354.0,True,4,3,0.00020020567606648395,,3,Adam,0.0007194789000382371,COMPLETE
316,1.051832526922226,2024-04-22 10:47:50.018999,2024-04-22 10:48:05.397562,0 days 00:00:15.378563,0.2974582023994388,465.0,365.0,True,4,3,0.0001670725916890605,,3,Adam,0.0005471062828394725,COMPLETE
317,1.1246433854103088,2024-04-22 10:48:05.397862,2024-04-22 10:48:20.802444,0 days 00:00:15.404582,0.3091671053187281,493.0,344.0,True,4,3,0.0002406021561114202,,3,Adam,0.00046943066093474287,COMPLETE
318,0.7830972671508789,2024-04-22 10:48:20.802756,2024-04-22 10:48:36.241093,0 days 00:00:15.438337,0.2691273578715201,522.0,377.0,True,4,3,9.968284860557346e-05,,3,Adam,0.0006606492618811683,COMPLETE
319,0.9002070128917694,2024-04-22 10:48:36.241407,2024-04-22 10:48:51.599534,0 days 00:00:15.358127,0.2707374875684226,539.0,381.0,True,4,3,9.109122364510854e-05,,3,Adam,0.0007580479282827,COMPLETE
320,0.9349790513515472,2024-04-22 10:48:51.599851,2024-04-22 10:49:07.059288,0 days 00:00:15.459437,0.2891464906748527,521.0,391.0,True,4,3,0.00010165363396484692,,3,Adam,0.0006463568726636974,COMPLETE
321,0.7914147078990936,2024-04-22 10:49:07.059632,2024-04-22 10:49:22.462531,0 days 00:00:15.402899,0.2472927635186695,532.0,380.0,True,4,3,0.00012491183966262083,,3,Adam,0.0008097991489693999,COMPLETE
322,0.8261563181877136,2024-04-22 10:49:22.462863,2024-04-22 10:49:37.888385,0 days 00:00:15.425522,0.2664571631907199,557.0,385.0,True,4,3,0.00010337174537224239,,3,Adam,0.0006034516432983585,COMPLETE
323,0.8634937703609467,2024-04-22 10:49:37.888694,2024-04-22 10:49:53.283368,0 days 00:00:15.394674,0.27866589471440356,531.0,372.0,True,4,3,0.00011317940825559729,,3,Adam,0.0006663006526761623,COMPLETE
324,0.9265138208866119,2024-04-22 10:49:53.283681,2024-04-22 10:50:08.682168,0 days 00:00:15.398487,0.2546691151089857,537.0,378.0,True,4,3,7.64232907968707e-05,,3,Adam,0.0008889104462454853,COMPLETE
325,0.9660391509532928,2024-04-22 10:50:08.682471,2024-04-22 10:50:24.311059,0 days 00:00:15.628588,0.2424793513038556,518.0,362.0,True,5,3,0.00012201776494778545,,3,Adam,0.0005593041843336999,COMPLETE
326,0.7665111720561981,2024-04-22 10:50:24.311361,2024-04-22 10:50:39.720891,0 days 00:00:15.409530,0.2608661959119361,568.0,392.0,True,4,3,0.00014472447018933464,,3,Adam,0.0016306534700629156,COMPLETE
327,1.0942354202270508,2024-04-22 10:50:39.721199,2024-04-22 10:50:55.184535,0 days 00:00:15.463336,0.26054674839232334,579.0,407.0,True,4,3,0.0001394088768513273,,3,Adam,0.001829116028886002,COMPLETE
328,0.8605662882328033,2024-04-22 10:50:55.184865,2024-04-22 10:51:10.573162,0 days 00:00:15.388297,0.2755582875578058,569.0,403.0,True,4,3,9.445184944694842e-05,,3,Adam,0.0005123044052108891,COMPLETE
329,0.8523784279823303,2024-04-22 10:51:10.573504,2024-04-22 10:51:25.962852,0 days 00:00:15.389348,0.2902782601882434,507.0,390.0,True,4,3,0.00011750402028927214,,3,Adam,0.0007028642584573609,COMPLETE
330,1.2436093091964722,2024-04-22 10:51:25.963159,2024-04-22 10:51:41.359934,0 days 00:00:15.396775,0.24869674333593728,559.0,375.0,False,4,3,0.0001335883029035656,,3,Adam,0.0006289639383179465,COMPLETE
331,0.9590480923652649,2024-04-22 10:51:41.360264,2024-04-22 10:51:56.823800,0 days 00:00:15.463536,0.2629854061304107,502.0,396.0,True,4,3,0.00014957398198223472,,3,Adam,0.0007932610560188461,COMPLETE
332,0.835601419210434,2024-04-22 10:51:56.824099,2024-04-22 10:52:12.281607,0 days 00:00:15.457508,0.2308684800520675,588.0,358.0,True,4,3,0.00010558082859367105,,3,Adam,0.0005584382192819998,COMPLETE
333,0.9537493288516998,2024-04-22 10:52:12.281915,2024-04-22 10:52:27.705260,0 days 00:00:15.423345,0.2709237035741414,527.0,366.0,True,4,3,0.00012518739943931357,,3,Adam,0.0009913112023692064,COMPLETE
334,1.0408568382263184,2024-04-22 10:52:27.705597,2024-04-22 10:52:42.844790,0 days 00:00:15.139193,0.2550998405088211,445.0,350.0,True,3,3,0.0001546280073449217,,3,Adam,0.00047409355134002314,COMPLETE
335,0.9973659813404083,2024-04-22 10:52:42.845108,2024-04-22 10:52:58.244001,0 days 00:00:15.398893,0.2392983895508902,545.0,382.0,True,4,3,8.543508263993644e-05,,3,Adam,0.0006229361909556484,COMPLETE
336,0.8434455990791321,2024-04-22 10:52:58.244325,2024-04-22 10:53:13.705461,0 days 00:00:15.461136,0.27918429676946266,467.0,375.0,True,4,3,0.00016206664318576156,,3,Adam,0.001210012581264532,COMPLETE
337,0.8153733313083649,2024-04-22 10:53:13.705764,2024-04-22 10:53:29.050008,0 days 00:00:15.344244,0.2515088964508887,512.0,339.0,True,4,3,0.00014281571554052158,,3,Adam,0.0016797850424226835,COMPLETE
338,0.8341439962387085,2024-04-22 10:53:29.050342,2024-04-22 10:53:44.417045,0 days 00:00:15.366703,0.26752288426916454,496.0,,True,4,3,0.00017615863832046215,,2,Adam,0.0004064271873791688,COMPLETE
339,0.9823904037475586,2024-04-22 10:53:44.417373,2024-04-22 10:53:59.921099,0 days 00:00:15.503726,0.2992847126520847,569.0,331.0,True,4,3,5.060309438013676e-05,,3,Adam,0.0004995433608438804,COMPLETE
340,0.9467533826828003,2024-04-22 10:53:59.921415,2024-04-22 10:54:15.324159,0 days 00:00:15.402744,0.012992978862720217,542.0,356.0,True,4,3,0.0001153549473492479,,3,Adam,0.0007080501140902387,COMPLETE
341,0.7678497135639191,2024-04-22 10:54:15.324482,2024-04-22 10:54:30.701182,0 days 00:00:15.376700,0.24531805199975348,481.0,365.0,True,4,3,0.0002248497409387351,,3,Adam,0.0008575203015979663,COMPLETE
342,0.9635142385959625,2024-04-22 10:54:30.701514,2024-04-22 10:54:46.077641,0 days 00:00:15.376127,0.2873931618264041,455.0,364.0,True,4,3,0.0002965682090217379,,3,Adam,0.0008562888623775284,COMPLETE
343,0.9940464198589325,2024-04-22 10:54:46.077954,2024-04-22 10:55:01.456178,0 days 00:00:15.378224,0.24592928066937114,478.0,368.0,True,4,3,9.631920377581523e-05,,3,Adam,0.000557721022290108,COMPLETE
344,0.8822610378265381,2024-04-22 10:55:01.456530,2024-04-22 10:55:16.811040,0 days 00:00:15.354510,0.0675266619712427,433.0,355.0,True,4,3,0.00020669060852543158,,3,Adam,0.0020124228113243235,COMPLETE
