number,value,datetime_start,datetime_complete,duration,params_dropout_p,params_hidden_weights0,params_hidden_weights1,params_initializers,params_kernel1,params_kernel2,params_learning_rate,params_momentum,params_n_fc_layers,params_optimizer,params_weight_decays,state
508,1.0091581344604492,2024-04-22 11:37:09.796229,2024-04-22 11:37:25.286908,0 days 00:00:15.490679,0.1465858616733589,588.0,324.0,True,4,3,0.00014296315096402063,,3,Adam,0.0016726373432730678,COMPLETE
509,1.0856397151947021,2024-04-22 11:37:25.287241,2024-04-22 11:37:40.787031,0 days 00:00:15.499790,0.17995725795762801,556.0,312.0,True,4,3,0.00028616807026693263,,3,Adam,0.0012082794161754802,COMPLETE
510,1.0305736660957336,2024-04-22 11:37:40.787385,2024-04-22 11:37:56.315631,0 days 00:00:15.528246,0.15887934071018303,522.0,302.0,True,4,3,0.0004020999739072669,,3,Adam,0.0019832328151411487,COMPLETE
511,0.7503529191017151,2024-04-22 11:37:56.315982,2024-04-22 11:38:11.763224,0 days 00:00:15.447242,0.13783219530051785,606.0,334.0,True,4,3,0.00021324072638244468,,3,Adam,0.0014315892122225174,COMPLETE
512,0.8697943985462189,2024-04-22 11:38:11.763554,2024-04-22 11:38:27.261420,0 days 00:00:15.497866,0.12052150603261418,625.0,332.0,True,4,3,0.0002456217593182554,,3,Adam,0.0011696203222133295,COMPLETE
513,0.9150287806987762,2024-04-22 11:38:27.261763,2024-04-22 11:38:42.699654,0 days 00:00:15.437891,0.14788007786035867,500.0,347.0,True,4,3,0.00021041665382274605,,3,Adam,0.0013402257596969512,COMPLETE
514,0.9899953901767731,2024-04-22 11:38:42.700020,2024-04-22 11:38:58.116263,0 days 00:00:15.416243,0.136594503570502,614.0,,True,4,3,0.00023598409116675766,,2,Adam,0.0007149220272738594,COMPLETE
515,0.9429644048213959,2024-04-22 11:38:58.116592,2024-04-22 11:39:13.640813,0 days 00:00:15.524221,0.13107538313711886,636.0,325.0,True,4,3,0.0002001060498788956,,3,Adam,0.0006304836790948091,COMPLETE
516,0.9895371198654175,2024-04-22 11:39:13.641165,2024-04-22 11:39:29.229747,0 days 00:00:15.588582,0.15177806802076269,606.0,246.0,True,4,5,0.00027815149393836506,,3,Adam,0.0014492315499596213,COMPLETE
517,0.7123993337154388,2024-04-22 11:39:29.230120,2024-04-22 11:39:44.666575,0 days 00:00:15.436455,0.13693047083155022,509.0,,True,4,3,0.00023042060029788319,,2,Adam,0.0010968270340033,COMPLETE
518,0.8932032883167267,2024-04-22 11:39:44.666903,2024-04-22 11:40:00.159646,0 days 00:00:15.492743,0.13449169990432636,542.0,,True,4,3,0.00031538325078411616,,2,Adam,0.0012135488843939342,COMPLETE
519,0.9570655822753906,2024-04-22 11:40:00.159983,2024-04-22 11:40:15.657126,0 days 00:00:15.497143,0.12053506611379128,520.0,,True,4,3,0.0002442936186827032,,2,Adam,0.0010931166877637295,COMPLETE
520,1.078045815229416,2024-04-22 11:40:15.657487,2024-04-22 11:40:31.086347,0 days 00:00:15.428860,0.1417612551757929,510.0,,True,4,3,0.00027258473389462387,,2,Adam,0.0010544443577442401,COMPLETE
521,0.9000763297080994,2024-04-22 11:40:31.086695,2024-04-22 11:40:46.593000,0 days 00:00:15.506305,0.14020860193043727,554.0,,True,4,3,0.0002374327322582387,,2,Adam,0.001093567793886046,COMPLETE
522,0.9085415005683899,2024-04-22 11:40:46.593326,2024-04-22 11:41:02.124795,0 days 00:00:15.531469,0.128088835742815,537.0,,True,4,3,0.0002135040825287951,,2,Adam,0.0013414379481694614,COMPLETE
523,0.9808244407176971,2024-04-22 11:41:02.125165,2024-04-22 11:41:17.614697,0 days 00:00:15.489532,0.163042736741289,594.0,,True,4,3,0.0003650446201029663,,2,Adam,0.0009947085935913399,COMPLETE
524,1.0806638598442078,2024-04-22 11:41:17.615025,2024-04-22 11:41:32.997579,0 days 00:00:15.382554,0.15596449176801558,500.0,,True,4,3,0.0003001151409770188,,2,Adam,0.0015046576285388193,COMPLETE
525,1.1509345173835754,2024-04-22 11:41:32.997910,2024-04-22 11:41:48.460739,0 days 00:00:15.462829,0.14536055087718563,578.0,,False,4,3,0.00020291622300814833,,2,Adam,0.001238174612886963,COMPLETE
526,0.8331189751625061,2024-04-22 11:41:48.461097,2024-04-22 11:42:03.876636,0 days 00:00:15.415539,0.11057646660530879,528.0,,True,4,3,0.00025377667742430897,,2,Adam,0.0008663781655711948,COMPLETE
527,1.0842930674552917,2024-04-22 11:42:03.876976,2024-04-22 11:42:19.325393,0 days 00:00:15.448417,0.18906189519166589,513.0,,True,4,3,0.00022692189302435175,,2,Adam,0.0009773261272814197,COMPLETE
528,0.7553637325763702,2024-04-22 11:42:19.325710,2024-04-22 11:42:34.825655,0 days 00:00:15.499945,0.17336847480312342,560.0,,True,4,3,0.00019614119816774032,,2,Adam,0.0007805487555338143,COMPLETE
529,0.7205909490585327,2024-04-22 11:42:34.825991,2024-04-22 11:42:50.299998,0 days 00:00:15.474007,0.179623982403231,567.0,,True,4,3,0.00018536154387690466,,2,Adam,0.0010904386835201357,COMPLETE
530,0.8178803324699402,2024-04-22 11:42:50.300338,2024-04-22 11:43:05.735249,0 days 00:00:15.434911,0.16901601894052662,569.0,,True,4,3,0.00017641358506445345,,2,Adam,0.0011157207384071906,COMPLETE
531,0.8462825119495392,2024-04-22 11:43:05.735591,2024-04-22 11:43:21.271659,0 days 00:00:15.536068,0.17866338324617068,647.0,,True,4,3,0.0001861103771973027,,2,Adam,0.0011888413696827436,COMPLETE
532,0.9003084599971771,2024-04-22 11:43:21.272017,2024-04-22 11:43:36.727320,0 days 00:00:15.455303,0.19908369432532064,578.0,,True,4,3,0.0001702801375978814,,2,Adam,0.0013201757889809115,COMPLETE
533,0.9701746106147766,2024-04-22 11:43:36.727648,2024-04-22 11:43:52.223576,0 days 00:00:15.495928,0.17745774766536726,601.0,,True,4,3,0.00019558876922141536,,2,Adam,0.0009739900074925553,COMPLETE
534,0.7015300691127777,2024-04-22 11:43:52.223935,2024-04-22 11:44:07.693243,0 days 00:00:15.469308,0.18889822545469104,553.0,,True,4,3,0.00021901190766768962,,2,Adam,0.0015030174602309934,COMPLETE
535,0.8418634831905365,2024-04-22 11:44:07.693583,2024-04-22 11:44:23.112083,0 days 00:00:15.418500,0.18853864112382024,559.0,,True,4,3,0.00016950537254404723,,2,Adam,0.0016258796644618484,COMPLETE
536,0.7253512442111969,2024-04-22 11:44:23.112419,2024-04-22 11:44:38.634704,0 days 00:00:15.522285,0.20583978236038047,585.0,,True,4,3,0.00019711118002181994,,2,Adam,0.0017809707080984607,COMPLETE
537,0.8069006502628326,2024-04-22 11:44:38.635037,2024-04-22 11:44:54.053275,0 days 00:00:15.418238,0.19446260348205602,588.0,,True,4,3,0.0002145028225274065,,2,Adam,0.0018487051006223754,COMPLETE
538,0.7166593670845032,2024-04-22 11:44:54.053606,2024-04-22 11:45:09.543208,0 days 00:00:15.489602,0.20882301097107545,613.0,,True,4,3,0.00022690871120355658,,2,Adam,0.002222692548687729,COMPLETE
539,0.9178157448768616,2024-04-22 11:45:09.543536,2024-04-22 11:45:25.041361,0 days 00:00:15.497825,0.21142498070345744,616.0,,True,4,3,0.00019458173796828366,,2,Adam,0.0023565724133658805,COMPLETE
540,1.0280970931053162,2024-04-22 11:45:25.041718,2024-04-22 11:45:40.563693,0 days 00:00:15.521975,0.20731350719015681,656.0,,True,4,3,0.00021968750839073116,,2,Adam,0.002133912985390602,COMPLETE
541,0.9172505736351013,2024-04-22 11:45:40.564047,2024-04-22 11:45:56.076115,0 days 00:00:15.512068,0.1929478112027142,630.0,,True,4,3,0.00019358443378689083,,2,Adam,0.0017680277433089516,COMPLETE
542,0.9073382914066315,2024-04-22 11:45:56.076476,2024-04-22 11:46:11.609458,0 days 00:00:15.532982,0.21281604222878586,600.0,,True,4,3,0.0002224302861189761,,2,Adam,0.002315456823292406,COMPLETE
543,0.9051376283168793,2024-04-22 11:46:11.609789,2024-04-22 11:46:27.084277,0 days 00:00:15.474488,0.20242482145819696,584.0,,True,4,3,0.00019152740593715616,,2,Adam,0.0028040426107072696,COMPLETE
544,0.9335582554340363,2024-04-22 11:46:27.084607,2024-04-22 11:46:42.586343,0 days 00:00:15.501736,0.20276636168932144,604.0,,True,4,3,0.00016277663688857625,,2,Adam,0.0015235257482629334,COMPLETE
545,0.877639502286911,2024-04-22 11:46:42.586702,2024-04-22 11:46:58.034525,0 days 00:00:15.447823,0.21501853149974134,566.0,,True,4,3,0.00023730446173628715,,2,Adam,0.0018060621037641084,COMPLETE
546,0.9345333874225616,2024-04-22 11:46:58.034864,2024-04-22 11:47:13.520549,0 days 00:00:15.485685,0.1895599885421864,574.0,,False,4,3,0.00021180236858168525,,2,Adam,0.0020111757933034178,COMPLETE
547,0.8818454444408417,2024-04-22 11:47:13.520899,2024-04-22 11:47:28.967785,0 days 00:00:15.446886,0.19642548016644812,617.0,,True,4,3,0.00018158552027084694,,2,Adam,0.0025222845270983867,COMPLETE
548,0.9039061665534973,2024-04-22 11:47:28.968118,2024-04-22 11:47:44.457683,0 days 00:00:15.489565,0.18315397748190834,594.0,,True,4,3,0.0002434178312900086,,2,Adam,0.001469096801372561,COMPLETE
549,1.066470742225647,2024-04-22 11:47:44.458052,2024-04-22 11:47:59.949432,0 days 00:00:15.491380,0.20455452952172004,553.0,,True,4,3,0.00015373000292489671,,2,Adam,0.001327800833307312,COMPLETE
550,1.011744737625122,2024-04-22 11:47:59.949782,2024-04-22 11:48:15.441860,0 days 00:00:15.492078,0.21481347183108518,586.0,,True,4,3,0.0001938135073665309,,2,Adam,0.0017176751817746872,COMPLETE
551,0.951003909111023,2024-04-22 11:48:15.442199,2024-04-22 11:48:30.958741,0 days 00:00:15.516542,0.18533482835050902,630.0,,True,4,3,0.0002206731130665376,,2,Adam,0.001474655182319198,COMPLETE
552,0.9614489078521729,2024-04-22 11:48:30.959072,2024-04-22 11:48:46.477887,0 days 00:00:15.518815,0.19911185863118858,562.0,,True,4,3,0.0001682263003947258,,2,Adam,0.0021324580834226913,COMPLETE
553,1.0699520111083984,2024-04-22 11:48:46.478216,2024-04-22 11:49:01.946314,0 days 00:00:15.468098,0.17320823940185237,549.0,,True,4,3,0.00025396712480542713,,2,Adam,0.0012040399355944195,COMPLETE
554,0.7665025889873505,2024-04-22 11:49:01.946659,2024-04-22 11:49:17.589901,0 days 00:00:15.643242,0.18458859716435594,576.0,,True,4,5,0.0001992996628616777,,2,Adam,0.0015969455810777911,COMPLETE
555,0.9122470319271088,2024-04-22 11:49:17.590239,2024-04-22 11:49:33.131697,0 days 00:00:15.541458,0.17784023714438024,603.0,,True,4,3,0.0001515318942016475,,2,Adam,0.0018967017069748899,COMPLETE
556,0.8444006145000458,2024-04-22 11:49:33.132033,2024-04-22 11:49:48.669181,0 days 00:00:15.537148,0.20486333626498618,548.0,,True,4,3,0.00023302353957480542,,2,Adam,0.0013156539943029503,COMPLETE
557,0.94975546002388,2024-04-22 11:49:48.669518,2024-04-22 11:50:04.178979,0 days 00:00:15.509461,0.22108073966952632,670.0,,True,4,3,0.00018275499747045495,,2,Adam,0.0015056339254999878,COMPLETE
558,0.6601862907409668,2024-04-22 11:50:04.179321,2024-04-22 11:50:19.657314,0 days 00:00:15.477993,0.19282021240793978,563.0,,True,4,3,0.00021539962203171516,,2,Adam,0.0011207004086491146,COMPLETE
559,0.9856581091880798,2024-04-22 11:50:19.657634,2024-04-22 11:50:35.166661,0 days 00:00:15.509027,0.1950941014877511,614.0,,True,4,3,0.0002686597493937053,,2,Adam,0.0011227153432986487,COMPLETE
560,1.1239216327667236,2024-04-22 11:50:35.166994,2024-04-22 11:50:50.626472,0 days 00:00:15.459478,0.18988176094971998,585.0,,True,4,3,0.00022039405254154493,,2,Adam,0.0013533941256534837,COMPLETE
561,0.7447043657302856,2024-04-22 11:50:50.626811,2024-04-22 11:51:06.134582,0 days 00:00:15.507771,0.2125210127965239,541.0,,True,4,3,0.0002581474697300965,,2,Adam,0.0011222868066912653,COMPLETE
562,0.9178226590156555,2024-04-22 11:51:06.134918,2024-04-22 11:51:21.598303,0 days 00:00:15.463385,0.20778935769463966,541.0,,True,4,3,0.0002643113589755364,,2,Adam,0.0010578313726356927,COMPLETE
563,0.7757368087768555,2024-04-22 11:51:21.598645,2024-04-22 11:51:37.094394,0 days 00:00:15.495749,0.2093034907125053,534.0,,True,4,3,0.0002490516080054754,,2,Adam,0.0011737264497702082,COMPLETE
564,0.7192149460315704,2024-04-22 11:51:37.094734,2024-04-22 11:51:52.580592,0 days 00:00:15.485858,0.21897027144743178,561.0,,True,4,3,0.00028589994929166697,,2,Adam,0.0010000663887395206,COMPLETE
565,0.9174235761165619,2024-04-22 11:51:52.580946,2024-04-22 11:52:08.099695,0 days 00:00:15.518749,0.21808140215778118,566.0,,True,4,3,0.00031097523400277756,,2,Adam,0.0010027410071113462,COMPLETE
566,0.9840161800384521,2024-04-22 11:52:08.100027,2024-04-22 11:52:23.602944,0 days 00:00:15.502917,0.20881487045618954,554.0,,False,4,3,0.0003304992336647495,,2,Adam,0.0011784003862286042,COMPLETE
567,0.7731527388095856,2024-04-22 11:52:23.603283,2024-04-22 11:52:39.105200,0 days 00:00:15.501917,0.22344326025910832,544.0,,True,4,3,0.0002704949447139301,,2,Adam,0.0010770428685519353,COMPLETE
568,1.1604636907577515,2024-04-22 11:52:39.105536,2024-04-22 11:52:54.615092,0 days 00:00:15.509556,0.22415453005031008,565.0,,True,4,3,0.0002924150875925225,,2,Adam,0.0009641738820246347,COMPLETE
569,0.8552219271659851,2024-04-22 11:52:54.615428,2024-04-22 11:53:10.122257,0 days 00:00:15.506829,0.19901903753590794,580.0,,True,4,3,0.00026167738060900274,,2,Adam,0.0012697420634222563,COMPLETE
570,0.9669897556304932,2024-04-22 11:53:10.122601,2024-04-22 11:53:25.637661,0 days 00:00:15.515060,0.20114281038566237,539.0,,True,4,3,0.0002369524294833839,,2,Adam,0.001004735307900143,COMPLETE
571,0.9428191184997559,2024-04-22 11:53:25.638009,2024-04-22 11:53:41.108575,0 days 00:00:15.470566,0.21821487761607708,564.0,,True,4,3,0.00028269224857543424,,2,Adam,0.0034652319956938803,COMPLETE
572,0.9559214115142822,2024-04-22 11:53:41.108935,2024-04-22 11:53:56.611836,0 days 00:00:15.502901,0.21733701112507092,535.0,,True,4,3,0.00023246523383290584,,2,Adam,0.0011387417659138226,COMPLETE
573,0.7590546309947968,2024-04-22 11:53:56.612162,2024-04-22 11:54:12.094809,0 days 00:00:15.482647,0.19362088689043247,578.0,,True,4,3,0.00032688841237833597,,2,Adam,0.0016586626560766706,COMPLETE
574,0.869880348443985,2024-04-22 11:54:12.095169,2024-04-22 11:54:27.598555,0 days 00:00:15.503386,0.19108849368797473,559.0,,True,4,3,0.00025357764021056387,,2,Adam,0.0009005686932448627,COMPLETE
575,0.8871139585971832,2024-04-22 11:54:27.598902,2024-04-22 11:54:43.071071,0 days 00:00:15.472169,0.20747814685256927,548.0,,True,4,3,0.00021546106369797977,,2,Adam,0.0013361032061031237,COMPLETE
576,0.9233351647853851,2024-04-22 11:54:43.071429,2024-04-22 11:54:58.537411,0 days 00:00:15.465982,0.184184022607844,531.0,,True,4,3,0.00036458117155217985,,2,Adam,0.002438757970311622,COMPLETE
577,0.8240140676498413,2024-04-22 11:54:58.537784,2024-04-22 11:55:14.064512,0 days 00:00:15.526728,0.1987998259969027,590.0,,True,4,3,0.0002777228159127048,,2,Adam,0.0009419674047890053,COMPLETE
578,0.9731270372867584,2024-04-22 11:55:14.064855,2024-04-22 11:55:29.501721,0 days 00:00:15.436866,0.2154547262180208,551.0,,True,4,3,0.00022455760196153963,,2,Adam,0.0011423285824118444,COMPLETE
579,0.9070146679878235,2024-04-22 11:55:29.502076,2024-04-22 11:55:45.249779,0 days 00:00:15.747703,0.1828871878043855,575.0,,True,5,3,0.00018690338464309985,,2,Adam,0.001915711431085073,COMPLETE
580,0.980229526758194,2024-04-22 11:55:45.250138,2024-04-22 11:56:00.683300,0 days 00:00:15.433162,0.22311100096615097,527.0,,True,4,3,0.00020529239921231952,,2,Adam,0.0013241497630186198,COMPLETE
581,0.9471829235553741,2024-04-22 11:56:00.683676,2024-04-22 11:56:16.138902,0 days 00:00:15.455226,0.2079310395705879,548.0,,True,4,3,0.00025882450098614146,,2,Adam,0.0016628209289745017,COMPLETE
582,0.9041736423969269,2024-04-22 11:56:16.139255,2024-04-22 11:56:31.646898,0 days 00:00:15.507643,0.2283295614480049,589.0,,True,4,3,0.0003124797407571403,,2,Adam,0.0010512925654965878,COMPLETE
583,0.8515549898147583,2024-04-22 11:56:31.647255,2024-04-22 11:56:47.156514,0 days 00:00:15.509259,0.16874243856937357,570.0,,True,4,3,0.00017232372011849047,,2,Adam,0.001494581538377101,COMPLETE
584,1.0448534786701202,2024-04-22 11:56:47.156866,2024-04-22 11:57:02.705189,0 days 00:00:15.548323,0.19498784800715735,534.0,,False,4,3,0.0002392557100627937,,2,Adam,0.000921591448154542,COMPLETE
585,0.9725223779678345,2024-04-22 11:57:02.705537,2024-04-22 11:57:18.133658,0 days 00:00:15.428121,0.18137803685499435,523.0,,True,4,3,0.00021482411408454727,,2,Adam,0.0012073056933426917,COMPLETE
586,1.956759512424469,2024-04-22 11:57:18.134004,2024-04-22 11:57:33.658997,0 days 00:00:15.524993,0.20279656813956276,556.0,,True,4,3,0.008628037243475911,,2,Adam,0.002257316422808081,COMPLETE
587,0.8273132145404816,2024-04-22 11:57:33.659333,2024-04-22 11:57:49.205308,0 days 00:00:15.545975,0.17666419443113576,568.0,,True,4,3,0.00018291246149171347,,2,Adam,0.0008748241459633939,COMPLETE
588,1.060957819223404,2024-04-22 11:57:49.205651,2024-04-22 11:58:04.653639,0 days 00:00:15.447988,0.21349498981233336,597.0,,True,3,5,0.0002745094271094924,,2,Adam,0.0013358692225290375,COMPLETE
589,0.7621814906597137,2024-04-22 11:58:04.654012,2024-04-22 11:58:20.131634,0 days 00:00:15.477622,0.18934992820359287,540.0,,True,4,3,0.00020945285150921942,,2,Adam,0.0018142128705507226,COMPLETE
590,0.8992703855037689,2024-04-22 11:58:20.131994,2024-04-22 11:58:35.589701,0 days 00:00:15.457707,0.17223554104969677,522.0,,True,4,3,0.00024201186401721418,,2,Adam,0.0011581560356168446,COMPLETE
591,1.0341569185256958,2024-04-22 11:58:35.590047,2024-04-22 11:58:51.023419,0 days 00:00:15.433372,0.229621582762339,558.0,,True,4,3,0.00033996387617604907,,2,Adam,0.001579981916725771,COMPLETE
592,0.9364700615406036,2024-04-22 11:58:51.023796,2024-04-22 11:59:06.542933,0 days 00:00:15.519137,0.19935899660533177,589.0,,True,4,3,0.0001791265631218735,,2,Adam,0.0008461756054066573,COMPLETE
593,0.8990357220172882,2024-04-22 11:59:06.543269,2024-04-22 11:59:22.039555,0 days 00:00:15.496286,0.18754064574653984,541.0,,True,4,3,0.0002010112426947625,,2,Adam,0.0010112812283991047,COMPLETE
594,1.0990834832191467,2024-04-22 11:59:22.039913,2024-04-22 11:59:37.596439,0 days 00:00:15.556526,0.16265527033391303,520.0,,True,4,3,0.00041571001699035077,,2,Adam,0.002068113693891869,COMPLETE
595,1.0974303483963013,2024-04-22 11:59:37.596770,2024-04-22 11:59:53.091106,0 days 00:00:15.494336,0.21408069279060882,576.0,,True,4,3,0.00029734656469302393,,2,Adam,0.0028826588001524905,COMPLETE
596,1.3811240196228027,2024-04-22 11:59:53.091484,2024-04-22 12:00:08.582986,0 days 00:00:15.491502,0.1672890290293802,553.0,,True,4,3,1.004599183412386e-05,,2,Adam,0.0013310056785876946,COMPLETE
597,0.9142497777938843,2024-04-22 12:00:08.583356,2024-04-22 12:00:24.117091,0 days 00:00:15.533735,0.18989869175485685,623.0,,True,4,3,0.00015951380580117832,,2,Adam,0.0002513697781629968,COMPLETE
598,1.072198748588562,2024-04-22 12:00:24.117436,2024-04-22 12:00:39.582535,0 days 00:00:15.465099,0.1771478255463274,530.0,,True,4,3,0.00024190364552282233,,2,Adam,0.0010199317111978545,COMPLETE
599,0.8503128886222839,2024-04-22 12:00:39.582911,2024-04-22 12:00:55.076974,0 days 00:00:15.494063,0.20508737074244512,609.0,,True,4,3,0.00013630509513247804,,2,Adam,0.001787466373654799,COMPLETE
600,1.0635188519954681,2024-04-22 12:00:55.077309,2024-04-22 12:01:10.499627,0 days 00:00:15.422318,0.1824355819037566,570.0,,True,4,3,0.00020911158017737242,,2,Adam,0.0014452532557069698,COMPLETE
601,0.8543412387371063,2024-04-22 12:01:10.500000,2024-04-22 12:01:26.003993,0 days 00:00:15.503993,0.19644779464095852,546.0,,True,4,3,0.00026467843655428585,,2,Adam,0.0011300304085117186,COMPLETE
602,0.8711842000484467,2024-04-22 12:01:26.004365,2024-04-22 12:01:41.528024,0 days 00:00:15.523659,0.22850585885157257,645.0,,True,4,3,0.00017010329772474368,,2,Adam,0.0015857706868556134,COMPLETE
603,0.9951122999191284,2024-04-22 12:01:41.528366,2024-04-22 12:01:56.995508,0 days 00:00:15.467142,0.21135655097534653,518.0,,False,4,3,0.00022331078585189452,,2,Adam,0.0008784036422150162,COMPLETE
604,0.8732243478298187,2024-04-22 12:01:56.995860,2024-04-22 12:02:12.493768,0 days 00:00:15.497908,0.16758947362337645,584.0,,True,4,3,0.0001934082176932242,,2,Adam,0.0012800207185101253,COMPLETE
605,0.9797802865505219,2024-04-22 12:02:12.494139,2024-04-22 12:02:27.976440,0 days 00:00:15.482301,0.21925178266997136,561.0,,True,4,3,0.000286180550671742,,2,Adam,2.1811078757251028e-05,COMPLETE
606,1.1539361476898193,2024-04-22 12:02:27.976796,2024-04-22 12:02:43.486224,0 days 00:00:15.509428,0.18693328667903503,535.0,,True,4,3,0.00015829633261935132,,2,Adam,0.0019941417276040435,COMPLETE
607,0.86063152551651,2024-04-22 12:02:43.486610,2024-04-22 12:02:58.965624,0 days 00:00:15.479014,0.1970575546945729,514.0,,True,4,3,0.00023130463555829403,,2,Adam,0.0010306705979991262,COMPLETE
608,0.8890371024608612,2024-04-22 12:02:58.965975,2024-04-22 12:03:14.452767,0 days 00:00:15.486792,0.1800995256960076,602.0,,True,4,3,0.00018833527361194374,,2,Adam,0.00021496774065691033,COMPLETE
609,0.823184609413147,2024-04-22 12:03:14.453128,2024-04-22 12:03:29.951975,0 days 00:00:15.498847,0.16593386448417224,548.0,,True,4,3,0.00025479573352254727,,2,Adam,0.000870842103592255,COMPLETE
610,0.8703863322734833,2024-04-22 12:03:29.952319,2024-04-22 12:03:45.483542,0 days 00:00:15.531223,0.20123016867514812,573.0,,True,4,3,0.0003262752033944439,,2,Adam,0.0011887737640030125,COMPLETE
611,0.8699536621570587,2024-04-22 12:03:45.483885,2024-04-22 12:04:00.935357,0 days 00:00:15.451472,0.23268629199586172,529.0,,True,4,3,0.0001408175903246406,,2,Adam,1.6356514694993976e-05,COMPLETE
612,0.9518801271915436,2024-04-22 12:04:00.935711,2024-04-22 12:04:16.407838,0 days 00:00:15.472127,0.19026589081761477,559.0,,True,4,3,0.00020336967194448902,,2,Adam,0.0016850887340963568,COMPLETE
613,0.9166497886180878,2024-04-22 12:04:16.408218,2024-04-22 12:04:31.869765,0 days 00:00:15.461547,0.1753366838156125,509.0,,True,4,3,0.00017500104784122674,,2,Adam,0.0014285325206881124,COMPLETE
614,1.0578142404556274,2024-04-22 12:04:31.870105,2024-04-22 12:04:47.371736,0 days 00:00:15.501631,0.20915054374480488,589.0,,True,4,3,0.0002294209377607548,,2,Adam,0.0009752728397090205,COMPLETE
615,0.7008565068244934,2024-04-22 12:04:47.372105,2024-04-22 12:05:02.931426,0 days 00:00:15.559321,0.16222196883830572,541.0,,True,4,3,0.00029055041992648946,,2,Adam,0.002424997305440268,COMPLETE
616,0.7588411867618561,2024-04-22 12:05:02.931772,2024-04-22 12:05:18.410062,0 days 00:00:15.478290,0.1610378381542572,542.0,,True,4,3,0.0003105074711000732,,2,Adam,0.0022394366918566154,COMPLETE
617,1.1022714972496033,2024-04-22 12:05:18.410408,2024-04-22 12:05:33.739774,0 days 00:00:15.329366,0.15223429185743834,,,True,4,3,0.0003859054088310978,,1,Adam,0.0022304393104799728,COMPLETE
618,0.9559291303157806,2024-04-22 12:05:33.740124,2024-04-22 12:05:49.234316,0 days 00:00:15.494192,0.15135400904167845,559.0,,True,4,3,0.0003558788749274798,,2,Adam,0.0008255575571149473,COMPLETE
619,0.8979133069515228,2024-04-22 12:05:49.234687,2024-04-22 12:06:04.771141,0 days 00:00:15.536454,0.1728416857533856,572.0,,True,4,3,0.00026893580982909266,,2,Adam,0.001043437365588522,COMPLETE
620,0.7950001358985901,2024-04-22 12:06:04.771493,2024-04-22 12:06:20.233945,0 days 00:00:15.462452,0.16353766308543574,549.0,,True,4,3,0.00028851248347354374,,2,Adam,0.002691102561186609,COMPLETE
621,0.8480610251426697,2024-04-22 12:06:20.234300,2024-04-22 12:06:35.730226,0 days 00:00:15.495926,0.22219316674894724,526.0,,True,4,3,0.00015880930471652536,,2,Adam,0.0008021108374344074,COMPLETE
622,0.8013288378715515,2024-04-22 12:06:35.730587,2024-04-22 12:06:51.231298,0 days 00:00:15.500711,0.12662083125497592,588.0,,True,4,3,0.000121444178952415,,2,Adam,0.002492845975075926,COMPLETE
623,1.1391035914421082,2024-04-22 12:06:51.231652,2024-04-22 12:07:06.672701,0 days 00:00:15.441049,0.1535923833890908,540.0,,False,4,3,0.00019719088968916,,2,Adam,0.0011751271646752602,COMPLETE
624,0.8334060907363892,2024-04-22 12:07:06.673058,2024-04-22 12:07:22.142469,0 days 00:00:15.469411,0.163657168458859,570.0,,True,4,3,0.0002185772552191167,,2,Adam,0.0009039864450306643,COMPLETE
625,0.8051486611366272,2024-04-22 12:07:22.142815,2024-04-22 12:07:37.708268,0 days 00:00:15.565453,0.14523671090525384,612.0,,True,4,3,0.000242584182323037,,2,Adam,0.0030681924040320305,COMPLETE
626,0.96491938829422,2024-04-22 12:07:37.708628,2024-04-22 12:07:53.170519,0 days 00:00:15.461891,0.17356549002254698,531.0,,True,4,3,0.00017026018445647647,,2,Adam,0.0031524887295734942,COMPLETE
627,0.9813781082630157,2024-04-22 12:07:53.170873,2024-04-22 12:08:08.613343,0 days 00:00:15.442470,0.23329979215745544,554.0,,True,4,3,0.00045779480768908096,,2,Adam,0.000339804184710116,COMPLETE
628,0.977974146604538,2024-04-22 12:08:08.613668,2024-04-22 12:08:24.290607,0 days 00:00:15.676939,0.20703897867125257,517.0,,True,4,5,0.0003150877975409915,,2,Adam,0.0018951237934191692,COMPLETE
629,0.736795961856842,2024-04-22 12:08:24.290951,2024-04-22 12:08:39.773482,0 days 00:00:15.482531,0.15604661666586353,595.0,,True,4,3,0.00014360741339032726,,2,Adam,0.0012732240352571248,COMPLETE
630,1.8368893265724182,2024-04-22 12:08:39.773827,2024-04-22 12:08:55.208316,0 days 00:00:15.434489,0.154815637049087,593.0,,True,4,3,0.00014087207399543852,0.8073265220153444,2,SGD,0.0012675871812771976,COMPLETE
631,0.8058300912380219,2024-04-22 12:08:55.208677,2024-04-22 12:09:10.443314,0 days 00:00:15.234637,0.13180804470188814,,,True,4,3,0.0001151912187058629,,1,Adam,0.0013962349891267637,COMPLETE
632,0.7195641994476318,2024-04-22 12:09:10.443662,2024-04-22 12:09:25.980888,0 days 00:00:15.537226,0.14388962666190014,627.0,,True,4,3,0.00014668144427141527,,2,Adam,0.001092899761801681,COMPLETE
633,0.9549420773983002,2024-04-22 12:09:25.981247,2024-04-22 12:09:41.505866,0 days 00:00:15.524619,0.14201312400742314,636.0,,True,4,3,0.00011522629814336481,,2,Adam,0.0014933182043090876,COMPLETE
